"key","original","translation","resource_Id","sorting"
"ACHIEVEMENT_NAME_1360","ファイターのジョブレベルが50になった","Reach level 50 as a Fighter",0,342
"ACHIEVEMENT_NAME_1361","ファイターのジョブレベルが51になった","Reach level 51 as a Fighter",0,343
"ACHIEVEMENT_NAME_1362","ファイターのジョブレベルが52になった","Reach level 52 as a Fighter",0,344
"ACHIEVEMENT_NAME_1363","ファイターのジョブレベルが53になった","Reach level 53 as a Fighter",0,345
"ACHIEVEMENT_NAME_1364","ファイターのジョブレベルが54になった","Reach level 54 as a Fighter",0,346
"ACHIEVEMENT_NAME_1365","ファイターのジョブレベルが55になった","Reach level 55 as a Fighter",0,347
"ACHIEVEMENT_NAME_1366","ファイターのジョブレベルが56になった","Reach level 56 as a Fighter",0,348
"ACHIEVEMENT_NAME_1367","ファイターのジョブレベルが57になった","Reach level 57 as a Fighter",0,349
"ACHIEVEMENT_NAME_1368","ファイターのジョブレベルが58になった","Reach level 58 as a Fighter",0,350
"ACHIEVEMENT_NAME_1369","ファイターのジョブレベルが59になった","Reach level 59 as a Fighter",0,351
"ACHIEVEMENT_NAME_1370","ファイターのジョブレベルが60になった","Reach level 60 as a Fighter",0,352
"ACHIEVEMENT_NAME_1607","シーカーのジョブレベルが2になった","Reach level 2 as a Seeker",0,353
"ACHIEVEMENT_NAME_1608","シーカーのジョブレベルが3になった","Reach level 3 as a Seeker",0,354
"ACHIEVEMENT_NAME_1609","シーカーのジョブレベルが4になった","Reach level 4 as a Seeker",0,355
"ACHIEVEMENT_NAME_1610","シーカーのジョブレベルが5になった","Reach level 5 as a Seeker",0,356
"ACHIEVEMENT_NAME_1611","シーカーのジョブレベルが6になった","Reach level 6 as a Seeker",0,357
"ACHIEVEMENT_NAME_1612","シーカーのジョブレベルが7になった","Reach level 7 as a Seeker",0,358
"ACHIEVEMENT_NAME_1613","シーカーのジョブレベルが8になった","Reach level 8 as a Seeker",0,359
"ACHIEVEMENT_NAME_1614","シーカーのジョブレベルが9になった","Reach level 9 as a Seeker",0,360
"ACHIEVEMENT_NAME_1615","シーカーのジョブレベルが10になった","Reach level 10 as a Seeker",0,361
"ACHIEVEMENT_NAME_1616","シーカーのジョブレベルが11になった","Reach level 11 as a Seeker",0,362
"ACHIEVEMENT_NAME_1617","シーカーのジョブレベルが12になった","Reach level 12 as a Seeker",0,363
"ACHIEVEMENT_NAME_1618","シーカーのジョブレベルが13になった","Reach level 13 as a Seeker",0,364
"ACHIEVEMENT_NAME_1619","シーカーのジョブレベルが14になった","Reach level 14 as a Seeker",0,365
"ACHIEVEMENT_NAME_1620","シーカーのジョブレベルが15になった","Reach level 15 as a Seeker",0,366
"ACHIEVEMENT_NAME_1621","シーカーのジョブレベルが16になった","Reach level 16 as a Seeker",0,367
"ACHIEVEMENT_NAME_1622","シーカーのジョブレベルが17になった","Reach level 17 as a Seeker",0,368
"ACHIEVEMENT_NAME_1623","シーカーのジョブレベルが18になった","Reach level 18 as a Seeker",0,369
"ACHIEVEMENT_NAME_1624","シーカーのジョブレベルが19になった","Reach level 19 as a Seeker",0,370
"ACHIEVEMENT_NAME_1625","シーカーのジョブレベルが20になった","Reach level 20 as a Seeker",0,371
"ACHIEVEMENT_NAME_1626","シーカーのジョブレベルが21になった","Reach level 21 as a Seeker",0,372
"ACHIEVEMENT_NAME_1627","シーカーのジョブレベルが22になった","Reach level 22 as a Seeker",0,373
"ACHIEVEMENT_NAME_1628","シーカーのジョブレベルが23になった","Reach level 23 as a Seeker",0,374
"ACHIEVEMENT_NAME_1629","シーカーのジョブレベルが24になった","Reach level 24 as a Seeker",0,375
"ACHIEVEMENT_NAME_1630","シーカーのジョブレベルが25になった","Reach level 25 as a Seeker",0,376
"ACHIEVEMENT_NAME_1631","シーカーのジョブレベルが26になった","Reach level 26 as a Seeker",0,377
"ACHIEVEMENT_NAME_1632","シーカーのジョブレベルが27になった","Reach level 27 as a Seeker",0,378
"ACHIEVEMENT_NAME_1633","シーカーのジョブレベルが28になった","Reach level 28 as a Seeker",0,379
"ACHIEVEMENT_NAME_1634","シーカーのジョブレベルが29になった","Reach level 29 as a Seeker",0,380
"ACHIEVEMENT_NAME_1635","シーカーのジョブレベルが30になった","Reach level 30 as a Seeker",0,381
"ACHIEVEMENT_NAME_1636","シーカーのジョブレベルが31になった","Reach level 31 as a Seeker",0,382
"ACHIEVEMENT_NAME_1637","シーカーのジョブレベルが32になった","Reach level 32 as a Seeker",0,383
"ACHIEVEMENT_NAME_1638","シーカーのジョブレベルが33になった","Reach level 33 as a Seeker",0,384
"ACHIEVEMENT_NAME_1639","シーカーのジョブレベルが34になった","Reach level 34 as a Seeker",0,385
"ACHIEVEMENT_NAME_1640","シーカーのジョブレベルが35になった","Reach level 35 as a Seeker",0,386
"ACHIEVEMENT_NAME_1641","シーカーのジョブレベルが36になった","Reach level 36 as a Seeker",0,387
"ACHIEVEMENT_NAME_1642","シーカーのジョブレベルが37になった","Reach level 37 as a Seeker",0,388
"ACHIEVEMENT_NAME_1643","シーカーのジョブレベルが38になった","Reach level 38 as a Seeker",0,389
"ACHIEVEMENT_NAME_1644","シーカーのジョブレベルが39になった","Reach level 39 as a Seeker",0,390
"ACHIEVEMENT_NAME_1645","シーカーのジョブレベルが40になった","Reach level 40 as a Seeker",0,391
"ACHIEVEMENT_NAME_1646","シーカーのジョブレベルが41になった","Reach level 41 as a Seeker",0,392
"ACHIEVEMENT_NAME_1647","シーカーのジョブレベルが42になった","Reach level 42 as a Seeker",0,393
"ACHIEVEMENT_NAME_1648","シーカーのジョブレベルが43になった","Reach level 43 as a Seeker",0,394
"ACHIEVEMENT_NAME_1649","シーカーのジョブレベルが44になった","Reach level 44 as a Seeker",0,395
"ACHIEVEMENT_NAME_1650","シーカーのジョブレベルが45になった","Reach level 45 as a Seeker",0,396
"ACHIEVEMENT_NAME_1651","シーカーのジョブレベルが46になった","Reach level 46 as a Seeker",0,397
"ACHIEVEMENT_NAME_1652","シーカーのジョブレベルが47になった","Reach level 47 as a Seeker",0,398
"ACHIEVEMENT_NAME_1653","シーカーのジョブレベルが48になった","Reach level 48 as a Seeker",0,399
"ACHIEVEMENT_NAME_1654","シーカーのジョブレベルが49になった","Reach level 49 as a Seeker",0,400
"ACHIEVEMENT_NAME_1655","シーカーのジョブレベルが50になった","Reach level 50 as a Seeker",0,401
"ACHIEVEMENT_NAME_1656","シーカーのジョブレベルが51になった","Reach level 51 as a Seeker",0,402
"ACHIEVEMENT_NAME_1657","シーカーのジョブレベルが52になった","Reach level 52 as a Seeker",0,403
"ACHIEVEMENT_NAME_1658","シーカーのジョブレベルが53になった","Reach level 53 as a Seeker",0,404
"ACHIEVEMENT_NAME_1659","シーカーのジョブレベルが54になった","Reach level 54 as a Seeker",0,405
"ACHIEVEMENT_NAME_1660","シーカーのジョブレベルが55になった","Reach level 55 as a Seeker",0,406
"ACHIEVEMENT_NAME_1661","シーカーのジョブレベルが56になった","Reach level 56 as a Seeker",0,407
"ACHIEVEMENT_NAME_1662","シーカーのジョブレベルが57になった","Reach level 57 as a Seeker",0,408
"ACHIEVEMENT_NAME_1663","シーカーのジョブレベルが58になった","Reach level 58 as a Seeker",0,409
"ACHIEVEMENT_NAME_1664","シーカーのジョブレベルが59になった","Reach level 59 as a Seeker",0,410
"ACHIEVEMENT_NAME_1665","シーカーのジョブレベルが60になった","Reach level 60 as a Seeker",0,411
"ACHIEVEMENT_NAME_1371","ハンターのジョブレベルが2になった","Reach level 2 as a Hunter",0,412
"ACHIEVEMENT_NAME_1372","ハンターのジョブレベルが3になった","Reach level 3 as a Hunter",0,413
"ACHIEVEMENT_NAME_1373","ハンターのジョブレベルが4になった","Reach level 4 as a Hunter",0,414
"ACHIEVEMENT_NAME_1374","ハンターのジョブレベルが5になった","Reach level 5 as a Hunter",0,415
"ACHIEVEMENT_NAME_1375","ハンターのジョブレベルが6になった","Reach level 6 as a Hunter",0,416
"ACHIEVEMENT_NAME_1376","ハンターのジョブレベルが7になった","Reach level 7 as a Hunter",0,417
"ACHIEVEMENT_NAME_1377","ハンターのジョブレベルが8になった","Reach level 8 as a Hunter",0,418
"ACHIEVEMENT_NAME_1378","ハンターのジョブレベルが9になった","Reach level 9 as a Hunter",0,419
"ACHIEVEMENT_NAME_1379","ハンターのジョブレベルが10になった","Reach level 10 as a Hunter",0,420
"ACHIEVEMENT_NAME_1380","ハンターのジョブレベルが11になった","Reach level 11 as a Hunter",0,421
"ACHIEVEMENT_NAME_1381","ハンターのジョブレベルが12になった","Reach level 12 as a Hunter",0,422
"ACHIEVEMENT_NAME_1382","ハンターのジョブレベルが13になった","Reach level 13 as a Hunter",0,423
"ACHIEVEMENT_NAME_1383","ハンターのジョブレベルが14になった","Reach level 14 as a Hunter",0,424
"ACHIEVEMENT_NAME_1384","ハンターのジョブレベルが15になった","Reach level 15 as a Hunter",0,425
"ACHIEVEMENT_NAME_1385","ハンターのジョブレベルが16になった","Reach level 16 as a Hunter",0,426
"ACHIEVEMENT_NAME_1386","ハンターのジョブレベルが17になった","Reach level 17 as a Hunter",0,427
"ACHIEVEMENT_NAME_1387","ハンターのジョブレベルが18になった","Reach level 18 as a Hunter",0,428
"ACHIEVEMENT_NAME_1388","ハンターのジョブレベルが19になった","Reach level 19 as a Hunter",0,429
"ACHIEVEMENT_NAME_1389","ハンターのジョブレベルが20になった","Reach level 20 as a Hunter",0,430
"ACHIEVEMENT_NAME_1390","ハンターのジョブレベルが21になった","Reach level 21 as a Hunter",0,431
"ACHIEVEMENT_NAME_1391","ハンターのジョブレベルが22になった","Reach level 22 as a Hunter",0,432
"ACHIEVEMENT_NAME_1392","ハンターのジョブレベルが23になった","Reach level 23 as a Hunter",0,433
"ACHIEVEMENT_NAME_1393","ハンターのジョブレベルが24になった","Reach level 24 as a Hunter",0,434
"ACHIEVEMENT_NAME_1394","ハンターのジョブレベルが25になった","Reach level 25 as a Hunter",0,435
"ACHIEVEMENT_NAME_1395","ハンターのジョブレベルが26になった","Reach level 26 as a Hunter",0,436
"ACHIEVEMENT_NAME_1396","ハンターのジョブレベルが27になった","Reach level 27 as a Hunter",0,437
"ACHIEVEMENT_NAME_1397","ハンターのジョブレベルが28になった","Reach level 28 as a Hunter",0,438
"ACHIEVEMENT_NAME_1398","ハンターのジョブレベルが29になった","Reach level 29 as a Hunter",0,439
"ACHIEVEMENT_NAME_1399","ハンターのジョブレベルが30になった","Reach level 30 as a Hunter",0,440
"ACHIEVEMENT_NAME_1400","ハンターのジョブレベルが31になった","Reach level 31 as a Hunter",0,441
"ACHIEVEMENT_NAME_1401","ハンターのジョブレベルが32になった","Reach level 32 as a Hunter",0,442
"ACHIEVEMENT_NAME_1402","ハンターのジョブレベルが33になった","Reach level 33 as a Hunter",0,443
"ACHIEVEMENT_NAME_1403","ハンターのジョブレベルが34になった","Reach level 34 as a Hunter",0,444
"ACHIEVEMENT_NAME_1404","ハンターのジョブレベルが35になった","Reach level 35 as a Hunter",0,445
"ACHIEVEMENT_NAME_1405","ハンターのジョブレベルが36になった","Reach level 36 as a Hunter",0,446
"ACHIEVEMENT_NAME_1406","ハンターのジョブレベルが37になった","Reach level 37 as a Hunter",0,447
"ACHIEVEMENT_NAME_1407","ハンターのジョブレベルが38になった","Reach level 38 as a Hunter",0,448
"ACHIEVEMENT_NAME_1408","ハンターのジョブレベルが39になった","Reach level 39 as a Hunter",0,449
"ACHIEVEMENT_NAME_1409","ハンターのジョブレベルが40になった","Reach level 40 as a Hunter",0,450
"ACHIEVEMENT_NAME_1410","ハンターのジョブレベルが41になった","Reach level 41 as a Hunter",0,451
"ACHIEVEMENT_NAME_1411","ハンターのジョブレベルが42になった","Reach level 42 as a Hunter",0,452
"ACHIEVEMENT_NAME_1412","ハンターのジョブレベルが43になった","Reach level 43 as a Hunter",0,453
"ACHIEVEMENT_NAME_1413","ハンターのジョブレベルが44になった","Reach level 44 as a Hunter",0,454
"ACHIEVEMENT_NAME_1414","ハンターのジョブレベルが45になった","Reach level 45 as a Hunter",0,455
"ACHIEVEMENT_NAME_1415","ハンターのジョブレベルが46になった","Reach level 46 as a Hunter",0,456
"ACHIEVEMENT_NAME_1416","ハンターのジョブレベルが47になった","Reach level 47 as a Hunter",0,457
"ACHIEVEMENT_NAME_1417","ハンターのジョブレベルが48になった","Reach level 48 as a Hunter",0,458
"ACHIEVEMENT_NAME_1418","ハンターのジョブレベルが49になった","Reach level 49 as a Hunter",0,459
"ACHIEVEMENT_NAME_1419","ハンターのジョブレベルが50になった","Reach level 50 as a Hunter",0,460
"ACHIEVEMENT_NAME_1420","ハンターのジョブレベルが51になった","Reach level 51 as a Hunter",0,461
"ACHIEVEMENT_NAME_1421","ハンターのジョブレベルが52になった","Reach level 52 as a Hunter",0,462
"ACHIEVEMENT_NAME_1422","ハンターのジョブレベルが53になった","Reach level 53 as a Hunter",0,463
"ACHIEVEMENT_NAME_1423","ハンターのジョブレベルが54になった","Reach level 54 as a Hunter",0,464
"ACHIEVEMENT_NAME_1424","ハンターのジョブレベルが55になった","Reach level 55 as a Hunter",0,465
"ACHIEVEMENT_NAME_1425","ハンターのジョブレベルが56になった","Reach level 56 as a Hunter",0,466
"ACHIEVEMENT_NAME_1426","ハンターのジョブレベルが57になった","Reach level 57 as a Hunter",0,467
"ACHIEVEMENT_NAME_1427","ハンターのジョブレベルが58になった","Reach level 58 as a Hunter",0,468
"ACHIEVEMENT_NAME_1428","ハンターのジョブレベルが59になった","Reach level 59 as a Hunter",0,469
"ACHIEVEMENT_NAME_1429","ハンターのジョブレベルが60になった","Reach level 60 as a Hunter",0,470
"ACHIEVEMENT_NAME_1430","プリーストのジョブレベルが2になった","Reach level 2 as a Priest",0,471
"ACHIEVEMENT_NAME_1431","プリーストのジョブレベルが3になった","Reach level 3 as a Priest",0,472
"ACHIEVEMENT_NAME_1432","プリーストのジョブレベルが4になった","Reach level 4 as a Priest",0,473
"ACHIEVEMENT_NAME_1433","プリーストのジョブレベルが5になった","Reach level 5 as a Priest",0,474
"ACHIEVEMENT_NAME_1434","プリーストのジョブレベルが6になった","Reach level 6 as a Priest",0,475
"ACHIEVEMENT_NAME_1435","プリーストのジョブレベルが7になった","Reach level 7 as a Priest",0,476
"ACHIEVEMENT_NAME_1436","プリーストのジョブレベルが8になった","Reach level 8 as a Priest",0,477
"ACHIEVEMENT_NAME_1437","プリーストのジョブレベルが9になった","Reach level 9 as a Priest",0,478
"ACHIEVEMENT_NAME_1438","プリーストのジョブレベルが10になった","Reach level 10 as a Priest",0,479
"ACHIEVEMENT_NAME_1439","プリーストのジョブレベルが11になった","Reach level 11 as a Priest",0,480
"ACHIEVEMENT_NAME_1440","プリーストのジョブレベルが12になった","Reach level 12 as a Priest",0,481
"ACHIEVEMENT_NAME_1441","プリーストのジョブレベルが13になった","Reach level 13 as a Priest",0,482
"ACHIEVEMENT_NAME_1442","プリーストのジョブレベルが14になった","Reach level 14 as a Priest",0,483
"ACHIEVEMENT_NAME_1443","プリーストのジョブレベルが15になった","Reach level 15 as a Priest",0,484
"ACHIEVEMENT_NAME_1444","プリーストのジョブレベルが16になった","Reach level 16 as a Priest",0,485
"ACHIEVEMENT_NAME_1445","プリーストのジョブレベルが17になった","Reach level 17 as a Priest",0,486
"ACHIEVEMENT_NAME_1446","プリーストのジョブレベルが18になった","Reach level 18 as a Priest",0,487
"ACHIEVEMENT_NAME_1447","プリーストのジョブレベルが19になった","Reach level 19 as a Priest",0,488
"ACHIEVEMENT_NAME_1448","プリーストのジョブレベルが20になった","Reach level 20 as a Priest",0,489
"ACHIEVEMENT_NAME_1449","プリーストのジョブレベルが21になった","Reach level 21 as a Priest",0,490
"ACHIEVEMENT_NAME_1450","プリーストのジョブレベルが22になった","Reach level 22 as a Priest",0,491
"ACHIEVEMENT_NAME_1451","プリーストのジョブレベルが23になった","Reach level 23 as a Priest",0,492
"ACHIEVEMENT_NAME_1452","プリーストのジョブレベルが24になった","Reach level 24 as a Priest",0,493
"ACHIEVEMENT_NAME_1453","プリーストのジョブレベルが25になった","Reach level 25 as a Priest",0,494
"ACHIEVEMENT_NAME_1454","プリーストのジョブレベルが26になった","Reach level 26 as a Priest",0,495
"ACHIEVEMENT_NAME_1455","プリーストのジョブレベルが27になった","Reach level 27 as a Priest",0,496
"ACHIEVEMENT_NAME_1456","プリーストのジョブレベルが28になった","Reach level 28 as a Priest",0,497
"ACHIEVEMENT_NAME_1457","プリーストのジョブレベルが29になった","Reach level 29 as a Priest",0,498
"ACHIEVEMENT_NAME_1458","プリーストのジョブレベルが30になった","Reach level 30 as a Priest",0,499
"ACHIEVEMENT_NAME_1459","プリーストのジョブレベルが31になった","Reach level 31 as a Priest",0,500
"ACHIEVEMENT_NAME_1460","プリーストのジョブレベルが32になった","Reach level 32 as a Priest",0,501
"ACHIEVEMENT_NAME_1461","プリーストのジョブレベルが33になった","Reach level 33 as a Priest",0,502
"ACHIEVEMENT_NAME_1462","プリーストのジョブレベルが34になった","Reach level 34 as a Priest",0,503
"ACHIEVEMENT_NAME_1463","プリーストのジョブレベルが35になった","Reach level 35 as a Priest",0,504
"ACHIEVEMENT_NAME_1464","プリーストのジョブレベルが36になった","Reach level 36 as a Priest",0,505
"ACHIEVEMENT_NAME_1465","プリーストのジョブレベルが37になった","Reach level 37 as a Priest",0,506
"ACHIEVEMENT_NAME_1466","プリーストのジョブレベルが38になった","Reach level 38 as a Priest",0,507
"ACHIEVEMENT_NAME_1467","プリーストのジョブレベルが39になった","Reach level 39 as a Priest",0,508
"ACHIEVEMENT_NAME_1468","プリーストのジョブレベルが40になった","Reach level 40 as a Priest",0,509
"ACHIEVEMENT_NAME_1469","プリーストのジョブレベルが41になった","Reach level 41 as a Priest",0,510
"ACHIEVEMENT_NAME_1470","プリーストのジョブレベルが42になった","Reach level 42 as a Priest",0,511
"ACHIEVEMENT_NAME_1471","プリーストのジョブレベルが43になった","Reach level 43 as a Priest",0,512
"ACHIEVEMENT_NAME_1472","プリーストのジョブレベルが44になった","Reach level 44 as a Priest",0,513
"ACHIEVEMENT_NAME_1473","プリーストのジョブレベルが45になった","Reach level 45 as a Priest",0,514
"ACHIEVEMENT_NAME_1474","プリーストのジョブレベルが46になった","Reach level 46 as a Priest",0,515
"ACHIEVEMENT_NAME_1475","プリーストのジョブレベルが47になった","Reach level 47 as a Priest",0,516
"ACHIEVEMENT_NAME_1476","プリーストのジョブレベルが48になった","Reach level 48 as a Priest",0,517
"ACHIEVEMENT_NAME_1477","プリーストのジョブレベルが49になった","Reach level 49 as a Priest",0,518
"ACHIEVEMENT_NAME_1478","プリーストのジョブレベルが50になった","Reach level 50 as a Priest",0,519
"ACHIEVEMENT_NAME_1479","プリーストのジョブレベルが51になった","Reach level 51 as a Priest",0,520
"ACHIEVEMENT_NAME_1480","プリーストのジョブレベルが52になった","Reach level 52 as a Priest",0,521
"ACHIEVEMENT_NAME_1481","プリーストのジョブレベルが53になった","Reach level 53 as a Priest",0,522
"ACHIEVEMENT_NAME_1482","プリーストのジョブレベルが54になった","Reach level 54 as a Priest",0,523
"ACHIEVEMENT_NAME_1483","プリーストのジョブレベルが55になった","Reach level 55 as a Priest",0,524
"ACHIEVEMENT_NAME_1484","プリーストのジョブレベルが56になった","Reach level 56 as a Priest",0,525
"ACHIEVEMENT_NAME_1485","プリーストのジョブレベルが57になった","Reach level 57 as a Priest",0,526
"ACHIEVEMENT_NAME_1486","プリーストのジョブレベルが58になった","Reach level 58 as a Priest",0,527
"ACHIEVEMENT_NAME_1487","プリーストのジョブレベルが59になった","Reach level 59 as a Priest",0,528
"ACHIEVEMENT_NAME_1488","プリーストのジョブレベルが60になった","Reach level 60 as a Priest",0,529
"ACHIEVEMENT_NAME_1489","シールドセージのジョブレベルが2になった","Reach level 2 as a Shield Sage",0,530
"ACHIEVEMENT_NAME_1490","シールドセージのジョブレベルが3になった","Reach level 3 as a Shield Sage",0,531
"ACHIEVEMENT_NAME_1491","シールドセージのジョブレベルが4になった","Reach level 4 as a Shield Sage",0,532
"ACHIEVEMENT_NAME_1492","シールドセージのジョブレベルが5になった","Reach level 5 as a Shield Sage",0,533
"ACHIEVEMENT_NAME_1493","シールドセージのジョブレベルが6になった","Reach level 6 as a Shield Sage",0,534
"ACHIEVEMENT_NAME_1494","シールドセージのジョブレベルが7になった","Reach level 7 as a Shield Sage",0,535
"ACHIEVEMENT_NAME_1495","シールドセージのジョブレベルが8になった","Reach level 8 as a Shield Sage",0,536
"ACHIEVEMENT_NAME_1496","シールドセージのジョブレベルが9になった","Reach level 9 as a Shield Sage",0,537
"ACHIEVEMENT_NAME_1497","シールドセージのジョブレベルが10になった","Reach level 10 as a Shield Sage",0,538
"ACHIEVEMENT_NAME_1498","シールドセージのジョブレベルが11になった","Reach level 11 as a Shield Sage",0,539
"ACHIEVEMENT_NAME_1499","シールドセージのジョブレベルが12になった","Reach level 12 as a Shield Sage",0,540
"ACHIEVEMENT_NAME_1500","シールドセージのジョブレベルが13になった","Reach level 13 as a Shield Sage",0,541
"ACHIEVEMENT_NAME_1501","シールドセージのジョブレベルが14になった","Reach level 14 as a Shield Sage",0,542
"ACHIEVEMENT_NAME_1502","シールドセージのジョブレベルが15になった","Reach level 15 as a Shield Sage",0,543
"ACHIEVEMENT_NAME_1503","シールドセージのジョブレベルが16になった","Reach level 16 as a Shield Sage",0,544
"ACHIEVEMENT_NAME_1504","シールドセージのジョブレベルが17になった","Reach level 17 as a Shield Sage",0,545
"ACHIEVEMENT_NAME_1505","シールドセージのジョブレベルが18になった","Reach level 18 as a Shield Sage",0,546
"ACHIEVEMENT_NAME_1506","シールドセージのジョブレベルが19になった","Reach level 19 as a Shield Sage",0,547
"ACHIEVEMENT_NAME_1507","シールドセージのジョブレベルが20になった","Reach level 20 as a Shield Sage",0,548
"ACHIEVEMENT_NAME_1508","シールドセージのジョブレベルが21になった","Reach level 21 as a Shield Sage",0,549
"ACHIEVEMENT_NAME_1509","シールドセージのジョブレベルが22になった","Reach level 22 as a Shield Sage",0,550
"ACHIEVEMENT_NAME_1510","シールドセージのジョブレベルが23になった","Reach level 23 as a Shield Sage",0,551
"ACHIEVEMENT_NAME_1511","シールドセージのジョブレベルが24になった","Reach level 24 as a Shield Sage",0,552
"ACHIEVEMENT_NAME_1512","シールドセージのジョブレベルが25になった","Reach level 25 as a Shield Sage",0,553
"ACHIEVEMENT_NAME_1513","シールドセージのジョブレベルが26になった","Reach level 26 as a Shield Sage",0,554
"ACHIEVEMENT_NAME_1514","シールドセージのジョブレベルが27になった","Reach level 27 as a Shield Sage",0,555
"ACHIEVEMENT_NAME_1515","シールドセージのジョブレベルが28になった","Reach level 28 as a Shield Sage",0,556
"ACHIEVEMENT_NAME_1516","シールドセージのジョブレベルが29になった","Reach level 29 as a Shield Sage",0,557
"ACHIEVEMENT_NAME_1517","シールドセージのジョブレベルが30になった","Reach level 30 as a Shield Sage",0,558
"ACHIEVEMENT_NAME_1518","シールドセージのジョブレベルが31になった","Reach level 31 as a Shield Sage",0,559
"ACHIEVEMENT_NAME_1519","シールドセージのジョブレベルが32になった","Reach level 32 as a Shield Sage",0,560
"ACHIEVEMENT_NAME_1520","シールドセージのジョブレベルが33になった","Reach level 33 as a Shield Sage",0,561
"ACHIEVEMENT_NAME_1521","シールドセージのジョブレベルが34になった","Reach level 34 as a Shield Sage",0,562
"ACHIEVEMENT_NAME_1522","シールドセージのジョブレベルが35になった","Reach level 35 as a Shield Sage",0,563
"ACHIEVEMENT_NAME_1523","シールドセージのジョブレベルが36になった","Reach level 36 as a Shield Sage",0,564
"ACHIEVEMENT_NAME_1524","シールドセージのジョブレベルが37になった","Reach level 37 as a Shield Sage",0,565
"ACHIEVEMENT_NAME_1525","シールドセージのジョブレベルが38になった","Reach level 38 as a Shield Sage",0,566
"ACHIEVEMENT_NAME_1526","シールドセージのジョブレベルが39になった","Reach level 39 as a Shield Sage",0,567
"ACHIEVEMENT_NAME_1527","シールドセージのジョブレベルが40になった","Reach level 40 as a Shield Sage",0,568
"ACHIEVEMENT_NAME_1528","シールドセージのジョブレベルが41になった","Reach level 41 as a Shield Sage",0,569
"ACHIEVEMENT_NAME_1529","シールドセージのジョブレベルが42になった","Reach level 42 as a Shield Sage",0,570
"ACHIEVEMENT_NAME_1530","シールドセージのジョブレベルが43になった","Reach level 43 as a Shield Sage",0,571
"ACHIEVEMENT_NAME_1531","シールドセージのジョブレベルが44になった","Reach level 44 as a Shield Sage",0,572
"ACHIEVEMENT_NAME_1532","シールドセージのジョブレベルが45になった","Reach level 45 as a Shield Sage",0,573
"ACHIEVEMENT_NAME_1533","シールドセージのジョブレベルが46になった","Reach level 46 as a Shield Sage",0,574
"ACHIEVEMENT_NAME_1534","シールドセージのジョブレベルが47になった","Reach level 47 as a Shield Sage",0,575
"ACHIEVEMENT_NAME_1535","シールドセージのジョブレベルが48になった","Reach level 48 as a Shield Sage",0,576
"ACHIEVEMENT_NAME_1536","シールドセージのジョブレベルが49になった","Reach level 49 as a Shield Sage",0,577
"ACHIEVEMENT_NAME_1537","シールドセージのジョブレベルが50になった","Reach level 50 as a Shield Sage",0,578
"ACHIEVEMENT_NAME_1538","シールドセージのジョブレベルが51になった","Reach level 51 as a Shield Sage",0,579
"ACHIEVEMENT_NAME_1539","シールドセージのジョブレベルが52になった","Reach level 52 as a Shield Sage",0,580
"ACHIEVEMENT_NAME_1540","シールドセージのジョブレベルが53になった","Reach level 53 as a Shield Sage",0,581
"ACHIEVEMENT_NAME_1541","シールドセージのジョブレベルが54になった","Reach level 54 as a Shield Sage",0,582
"ACHIEVEMENT_NAME_1542","シールドセージのジョブレベルが55になった","Reach level 55 as a Shield Sage",0,583
"ACHIEVEMENT_NAME_1543","シールドセージのジョブレベルが56になった","Reach level 56 as a Shield Sage",0,584
"ACHIEVEMENT_NAME_1544","シールドセージのジョブレベルが57になった","Reach level 57 as a Shield Sage",0,585
"ACHIEVEMENT_NAME_1545","シールドセージのジョブレベルが58になった","Reach level 58 as a Shield Sage",0,586
"ACHIEVEMENT_NAME_1546","シールドセージのジョブレベルが59になった","Reach level 59 as a Shield Sage",0,587
"ACHIEVEMENT_NAME_1547","シールドセージのジョブレベルが60になった","Reach level 60 as a Shield Sage",0,588
"ACHIEVEMENT_NAME_1548","ソーサラーのジョブレベルが2になった","Reach level 2 as a Sorcerer",0,589
"ACHIEVEMENT_NAME_1549","ソーサラーのジョブレベルが3になった","Reach level 3 as a Sorcerer",0,590
"ACHIEVEMENT_NAME_1550","ソーサラーのジョブレベルが4になった","Reach level 4 as a Sorcerer",0,591
"ACHIEVEMENT_NAME_1551","ソーサラーのジョブレベルが5になった","Reach level 5 as a Sorcerer",0,592
"ACHIEVEMENT_NAME_1552","ソーサラーのジョブレベルが6になった","Reach level 6 as a Sorcerer",0,593
"ACHIEVEMENT_NAME_1553","ソーサラーのジョブレベルが7になった","Reach level 7 as a Sorcerer",0,594
"ACHIEVEMENT_NAME_1554","ソーサラーのジョブレベルが8になった","Reach level 8 as a Sorcerer",0,595
"ACHIEVEMENT_NAME_1555","ソーサラーのジョブレベルが9になった","Reach level 9 as a Sorcerer",0,596
"ACHIEVEMENT_NAME_1556","ソーサラーのジョブレベルが10になった","Reach level 10 as a Sorcerer",0,597
"ACHIEVEMENT_NAME_1557","ソーサラーのジョブレベルが11になった","Reach level 11 as a Sorcerer",0,598
"ACHIEVEMENT_NAME_1558","ソーサラーのジョブレベルが12になった","Reach level 12 as a Sorcerer",0,599
"ACHIEVEMENT_NAME_1559","ソーサラーのジョブレベルが13になった","Reach level 13 as a Sorcerer",0,600
"ACHIEVEMENT_NAME_1560","ソーサラーのジョブレベルが14になった","Reach level 14 as a Sorcerer",0,601
